,裁定,臺灣新北地方法院,判賠比率
臺灣臺中地方法院民事判決110年度建字第18號,0,0,0.996084363
臺灣臺北地方法院民事判決106年度建字第233號,0,0,0.047099243
臺灣臺北地方法院民事判決107年度建字第379號,0,0,0.429743465
臺灣臺北地方法院民事判決107年度建字第52號,0,0,
臺灣臺北地方法院民事判決108年度建字第367號,0,0,0.706289988
臺灣臺北地方法院民事判決108年度建字第72號,1,0,0.515979781
臺灣臺北地方法院民事判決109年度建字第146號,0,0,0
臺灣臺北地方法院民事判決109年度建字第152號,1,0,
臺灣臺北地方法院民事判決109年度建字第288號,0,0,1
臺灣臺北地方法院民事判決109年度建字第38號,1,0,
臺灣臺北地方法院民事判決109年度建字第91號,1,0,
臺灣臺北地方法院民事判決110年度建字第116號,0,0,0
臺灣臺北地方法院民事判決110年度建字第137號,0,0,0
臺灣臺北地方法院民事判決110年度建字第164號,0,0,0
臺灣臺北地方法院民事判決110年度建字第202號,0,0,1
臺灣臺北地方法院民事判決110年度建字第204號,0,0,0.000548387
臺灣臺北地方法院民事判決110年度建字第210號,0,0,1
臺灣臺北地方法院民事判決110年度建字第222號,0,0,
臺灣臺北地方法院民事判決110年度建字第54號,0,0,0.472283199
臺灣臺北地方法院民事判決110年度建字第76號,0,0,
臺灣臺北地方法院民事判決110年度建字第78號,0,0,1
臺灣臺南地方法院民事判決109年度建字第70號,0,0,0
臺灣臺南地方法院民事判決110年度建字第29號,0,0,0.307255977
臺灣臺南地方法院民事判決110年度建字第33號,0,0,
臺灣臺東地方法院民事判決107年度建字第16號,0,0,0.028892432
臺灣苗栗地方法院民事判決110年度建字第8號,0,0,
臺灣雲林地方法院民事判決109年度建字第6號,0,0,0
臺灣高雄地方法院民事判決108年度建字第87號,0,0,0.704514364
臺灣高雄地方法院民事判決110年度建字第25號,0,0,0.468050468
臺灣新北地方法院板橋簡易庭民事判決110年度建字第4號,0,1,0
福建金門地方法院民事判決108年度建字第6號,0,0,0.10570437
臺灣嘉義地方法院民事判決108年度建字第23號,0,0,
臺灣嘉義地方法院民事判決108年度建字第26號,0,0,
臺灣嘉義地方法院民事判決110年度建字第18號,0,0,0
臺灣基隆地方法院民事判決106年度建字第21號,0,0,0.812420522
臺灣基隆地方法院民事判決108年度建字第13號,1,0,
臺灣基隆地方法院民事判決110年度建字第5號,0,0,0.330419023
臺灣士林地方法院民事判決107年度建字第30號,0,0,0.015871412
臺灣士林地方法院民事判決108年度建字第45號,0,0,0.986445876
臺灣士林地方法院民事判決109年度建字第5號,0,0,1
臺灣士林地方法院民事判決110年度建字第14號,0,0,
臺灣士林地方法院民事判決110年度建字第2號,0,1,0
臺灣彰化地方法院民事判決107年度建字第24號,0,0,0.106749705
臺灣彰化地方法院民事判決107年度建字第30號,0,0,
臺灣彰化地方法院民事判決110年度建字第23號,0,0,
臺灣新北地方法院民事判決107年度建字第2號,0,1,1
臺灣新北地方法院民事判決109年度建字第15號,0,1,0
臺灣新北地方法院民事判決109年度建字第82號,0,1,0.150731836
臺灣新北地方法院民事判決109年度建字第95號,0,1,0.75
臺灣新北地方法院民事判決110年度建字第24號,1,1,0
臺灣新竹地方法院民事判決108年度建字第23號,0,0,0
臺灣新竹地方法院民事判決109年度建字第21號,0,0,0
臺灣新竹地方法院民事判決109年度建字第22號,0,0,0
臺灣新竹地方法院民事判決109年度建字第45號,1,0,0
臺灣桃園地方法院民事判決109年度建字第113號,0,0,1
臺灣桃園地方法院民事判決109年度建字第128號,0,0,1
臺灣桃園地方法院民事判決109年度建字第138號,0,0,0.363636364
臺灣桃園地方法院民事判決109年度建字第6號,0,0,0
臺灣桃園地方法院民事判決109年度建字第70號,0,0,0
臺灣桃園地方法院民事判決110年度建字第74號,0,0,0
臺灣桃園地方法院民事判決110年度建字第78號,0,0,1
臺灣桃園地方法院民事判決110年度建字第85號,0,0,
臺灣橋頭地方法院民事判決109年度建字第40號,0,0,1
臺灣橋頭地方法院民事判決110年度建字第12號,1,0,0
臺灣橋頭地方法院民事判決110年度建字第19號,1,0,
臺灣臺中地方法院民事判決109年度建字第141號,0,0,0.942304703
臺灣臺中地方法院民事判決109年度建字第163號,0,0,0
臺灣臺中地方法院民事判決109年度建字第70號,0,0,0.595802804
臺灣臺中地方法院民事判決109年度建字第90號,1,0,0.851086
臺灣臺中地方法院民事判決110年度建字第67號,0,0,
臺灣臺中地方法院民事判決110年度建字第80號,0,0,0
臺灣臺北地方法院民事判決105年度建字第400號,0,0,0.222552367
臺灣臺北地方法院民事判決105年度建字第414號,0,0,0.730709768
臺灣臺北地方法院民事判決107年度建字第264號,1,0,0.144580819
臺灣臺北地方法院民事判決107年度建字第335號,0,0,0
臺灣臺北地方法院民事判決108年度建字第135號,0,0,0.999949475
臺灣臺北地方法院民事判決108年度建字第184號,0,0,0
臺灣臺北地方法院民事判決108年度建字第210號,1,0,0.810758422
臺灣臺北地方法院民事判決108年度建字第222號,0,0,0.109746971
臺灣臺北地方法院民事判決108年度建字第273號,0,0,0.856967339
臺灣臺北地方法院民事判決108年度建字第327號,0,0,0.323824944
臺灣臺北地方法院民事判決109年度建字第14號,0,0,0.888432234
臺灣臺北地方法院民事判決109年度建字第153號,0,0,0.884026612
臺灣臺北地方法院民事判決109年度建字第167號,0,0,1
臺灣臺北地方法院民事判決109年度建字第306號,0,0,0.93595841
臺灣臺北地方法院民事判決109年度建字第358號,1,0,0
臺灣臺北地方法院民事判決109年度建字第369號,0,0,0
臺灣臺北地方法院民事判決110年度建字第107號,1,0,0.783762858
臺灣臺北地方法院民事判決110年度建字第160號,0,0,1
臺灣臺北地方法院民事判決110年度建字第272號,0,0,1
臺灣臺北地方法院民事判決110年度建字第82號,0,0,
臺灣臺北地方法院民事判決110年度建字第93號,0,0,0
臺灣臺南地方法院民事判決106年度建字第15號,0,0,
臺灣臺南地方法院民事判決106年度建字第6號,0,0,0.821376992
臺灣臺南地方法院民事判決110年度建字第36號,0,0,1
臺灣臺南地方法院民事判決110年度建字第47號,0,0,0
臺灣臺南地方法院民事判決110年度建字第6號,0,0,
臺灣臺南地方法院民事判決110年度建字第62號,0,0,1
臺灣花蓮地方法院民事判決109年度建字第5號,0,0,0
臺灣花蓮地方法院民事判決109年度建字第6號,0,0,0.117516653
臺灣花蓮地方法院民事判決110年度建字第5號,0,0,0
臺灣高雄地方法院民事判決109年度建字第29號,0,0,0
臺灣高雄地方法院民事判決109年度建字第57號,0,0,0.232228924
臺灣高雄地方法院民事判決110年度建字第4號,0,0,0.985528506
臺灣南投地方法院民事判決107年度建字第7號,0,0,0.206417592
臺灣士林地方法院民事判決109年度建字第59號,0,0,0
臺灣士林地方法院民事判決110年度建字第36號,0,0,0
臺灣宜蘭地方法院民事判決110年度建字第3號,0,0,0.756769036
臺灣宜蘭地方法院民事判決110年度建字第4號,0,0,0
臺灣屏東地方法院民事判決109年度建字第18號,0,0,0.673119552
臺灣屏東地方法院民事判決110年度建字第11號,0,0,0.999990232
臺灣彰化地方法院民事判決109年度建字第10號,0,0,0.600983018
臺灣新竹地方法院民事判決107年度建字第21號,1,0,0.175095311
臺灣新竹地方法院民事判決107年度建字第53號,0,0,
臺灣新竹地方法院民事判決109年度建字第11號,1,0,
臺灣新竹地方法院民事判決110年度建字第29號,0,0,0
臺灣桃園地方法院民事判決107年度建字第35號,0,0,0
臺灣桃園地方法院民事判決108年度建字第100號,0,0,0.96781166
臺灣桃園地方法院民事判決109年度建字第17號,1,0,1
臺灣桃園地方法院民事判決109年度建字第61號,0,0,0
臺灣桃園地方法院民事判決110年度建字第13號,0,0,0.980937644
臺灣桃園地方法院民事判決110年度建字第69號,0,0,1
臺灣桃園地方法院民事判決110年度建字第73號,0,0,1
臺灣橋頭地方法院民事判決110年度建字第18號,0,0,0
臺灣臺中地方法院民事判決106年度建字第62號,0,0,0.999790053
臺灣臺中地方法院民事判決108年度建字第145號,0,0,0
臺灣臺中地方法院民事判決109年度建字第148號,0,0,0.973337282
臺灣臺中地方法院民事判決109年度建字第153號,1,0,0.943281053
臺灣臺中地方法院民事判決109年度建字第22號,1,0,0.317969517
臺灣臺中地方法院民事判決109年度建字第28號,0,0,0.953185025
臺灣臺中地方法院民事判決110年度建字第11號,0,0,
臺灣臺中地方法院民事判決110年度建字第30號,0,0,
臺灣臺中地方法院民事判決110年度建字第34號,0,0,0
臺灣臺中地方法院民事判決110年度建字第47號,0,0,0
臺灣臺中地方法院民事判決110年度建字第8號,0,0,0.319538271
臺灣臺北地方法院民事判決108年度建字第237號,0,0,0.955116828
臺灣臺北地方法院民事判決108年度建字第352號,1,0,
臺灣臺北地方法院民事判決109年度建字第160號,1,0,0.147443541
臺灣臺北地方法院民事判決109年度建字第309號,0,0,
臺灣臺北地方法院民事判決109年度建字第317號,1,0,0
臺灣臺北地方法院民事判決109年度建字第59號,0,0,
臺灣臺北地方法院民事判決109年度建字第89號,1,0,0
臺灣臺北地方法院民事判決110年度建字第118號,0,0,1
臺灣臺北地方法院民事判決110年度建字第23號,0,0,
臺灣臺北地方法院民事判決110年度建字第244號,0,0,1
臺灣臺北地方法院民事判決110年度建字第75號,0,0,0
臺灣臺南地方法院民事判決110年度建字第11號,0,0,
臺灣苗栗地方法院民事判決110年度建字第21號,0,0,0
臺灣雲林地方法院民事判決110年度建字第8號,0,0,0
臺灣高雄地方法院民事判決108年度建字第44號,0,0,0.14940495
臺灣高雄地方法院民事判決109年度建字第48號,0,0,0.519964059
臺灣高雄地方法院民事判決109年度建字第65號,0,0,0
臺灣高雄地方法院民事判決109年度建字第82號,0,0,0.978361308
臺灣高雄地方法院民事判決110年度建字第13號,0,0,
臺灣高雄地方法院民事判決110年度建字第14號,0,0,0
臺灣南投地方法院民事判決107年度建字第2號,0,0,0
臺灣士林地方法院民事判決109年度建字第24號,0,0,0.908012249
臺灣彰化地方法院民事判決107年度建字第19號,0,0,0.701669852
臺灣新北地方法院民事判決104年度建字第170號,0,1,0
臺灣新北地方法院民事判決105年度建字第88號,0,1,
臺灣新北地方法院民事判決106年度建字第69號,0,1,0.270406436
臺灣新北地方法院民事判決109年度建字第1號,0,1,0.570260749
臺灣新北地方法院民事判決109年度建字第96號,0,1,1
臺灣桃園地方法院民事判決108年度建字第126號,0,0,0
臺灣桃園地方法院民事判決110年度建字第20號,0,0,1
臺灣桃園地方法院民事判決110年度建字第5號,0,0,0
臺灣桃園地方法院民事判決110年度建字第90號,0,0,0
臺灣桃園地方法院民事判決110年度建字第99號,0,0,1
臺灣橋頭地方法院民事判決110年度建字第24號,0,0,0
臺灣臺中地方法院民事判決109年度建字第112號,0,0,0
臺灣臺中地方法院民事判決109年度建字第127號,0,0,0
臺灣臺中地方法院民事判決109年度建字第144號,0,0,0.90014489
臺灣臺中地方法院民事判決109年度建字第7號,0,0,0.302759036
臺灣臺中地方法院民事判決110年度建字第6號,0,0,0
臺灣臺中地方法院民事判決110年度建字第76號,0,0,0
臺灣臺中地方法院民事判決110年度建字第94號,0,0,
臺灣臺北地方法院民事判決106年度建字第3號,0,0,0
臺灣臺北地方法院民事判決106年度建字第321號,1,0,0.167679282
臺灣臺北地方法院民事判決107年度建字第132號,0,0,0.738750586
臺灣臺北地方法院民事判決107年度建字第83號,0,0,0
臺灣臺北地方法院民事判決109年度建字第193號,0,0,0.540732675
臺灣臺北地方法院民事判決109年度建字第308號,0,0,0.039122331
臺灣臺北地方法院民事判決109年度建字第352號,0,0,
臺灣臺北地方法院民事判決109年度建字第79號,0,0,
臺灣臺北地方法院民事判決110年度建字第18號,0,0,1
臺灣臺北地方法院民事判決110年度建字第225號,0,0,0
臺灣臺北地方法院民事判決110年度建字第60號,0,1,0.939126013
臺灣臺北地方法院民事判決110年度建字第64號,0,0,
臺灣臺北地方法院民事判決110年度建字第66號,0,0,0
臺灣臺南地方法院民事判決109年度建字第42號,0,0,
臺灣臺南地方法院民事判決109年度建字第79號,0,0,1
臺灣臺南地方法院民事判決110年度建字第65號,0,0,1
臺灣臺南地方法院民事判決110年度建字第7號,0,0,
臺灣臺東地方法院民事判決109年度建字第4號,0,0,0
臺灣花蓮地方法院民事判決110年度建字第7號,0,0,0
臺灣苗栗地方法院民事判決109年度建字第10號,0,0,
臺灣苗栗地方法院民事判決110年度建字第13號,1,0,0
臺灣苗栗地方法院民事判決110年度建字第6號,0,0,
臺灣高雄地方法院民事判決106年度建字第24號,1,0,0.126943634
臺灣高雄地方法院民事判決109年度建字第47號,0,0,0.401390312
臺灣高雄地方法院民事判決109年度建字第73號,0,0,1
臺灣新北地方法院民事判決110年度建字第62號,0,1,
臺灣南投地方法院民事判決108年度建字第19號,0,0,0.975962304
臺灣南投地方法院民事判決109年度建字第11號,0,0,0
臺灣南投地方法院民事判決110年度建字第7號,0,0,0.033292642
臺灣嘉義地方法院民事判決110年度建字第24號,0,0,
臺灣嘉義地方法院民事判決110年度建字第6號,0,0,
臺灣基隆地方法院民事判決108年度建字第16號,0,0,1
臺灣基隆地方法院民事判決110年度建字第6號,1,0,1
臺灣宜蘭地方法院民事判決109年度建字第7號,1,0,0.098183459
臺灣屏東地方法院民事判決108年度建字第37號,1,0,0.43360927
臺灣屏東地方法院民事判決109年度建字第11號,0,0,0.851375209
臺灣屏東地方法院民事判決110年度建字第29號,0,0,
臺灣彰化地方法院民事判決110年度建字第34號,0,0,
臺灣新北地方法院民事判決108年度建字第108號,0,1,
臺灣新北地方法院民事判決108年度建字第98號,0,1,0.300877277
臺灣新北地方法院民事判決110年度建字第37號,0,1,0.467126344
臺灣新竹地方法院民事判決110年度建字第17號,0,0,
臺灣新竹地方法院民事判決110年度建字第18號,0,0,0
臺灣新竹地方法院民事判決110年度建字第40號,0,0,0.955283562
臺灣桃園地方法院民事判決107年度建字第136號,0,0,0.1568038
臺灣桃園地方法院民事判決109年度建字第146號,0,0,0.737708399
臺灣桃園地方法院民事判決109年度建字第50號,0,0,0.574505419
臺灣桃園地方法院民事判決109年度建字第72號,0,0,0.164
臺灣桃園地方法院民事判決109年度建字第98號,0,0,
臺灣桃園地方法院民事判決110年度建字第110號,0,0,0
臺灣桃園地方法院民事判決110年度建字第16號,0,1,0.863248597
臺灣桃園地方法院民事判決110年度建字第51號,0,0,
臺灣桃園地方法院民事判決110年度建字第68號,0,0,1
臺灣桃園地方法院民事判決110年度建字第87號,0,0,1
臺灣橋頭地方法院民事判決109年度建字第38號,0,0,1
臺灣橋頭地方法院民事判決109年度建字第44號,1,0,0
臺灣橋頭地方法院民事判決109年度建字第46號,0,0,0.637333847
臺灣臺中地方法院民事判決107年度建字第70號,0,0,0
臺灣臺中地方法院民事判決109年度建字第75號,0,0,0
臺灣臺中地方法院民事判決109年度建字第93號,0,0,0.049702551
臺灣臺中地方法院民事判決110年度建字第39號,0,0,0.809200556
臺灣臺中地方法院民事判決110年度建字第41號,0,0,
臺灣臺北地方法院民事判決105年度建字第401號,0,0,0.206035922
臺灣臺北地方法院民事判決106年度建字第59號,0,0,0.680292995
臺灣臺北地方法院民事判決108年度建字第224號,0,0,0.239721215
臺灣臺北地方法院民事判決108年度建字第323號,0,0,0.000778868
臺灣臺北地方法院民事判決108年度建字第325號,1,0,0.24342868
臺灣臺北地方法院民事判決108年度建字第408號,0,0,0
臺灣臺北地方法院民事判決108年度建字第427號,1,0,0
臺灣臺北地方法院民事判決109年度建字第10號,0,0,0.893174006
臺灣臺北地方法院民事判決109年度建字第131號,1,1,0
臺灣臺北地方法院民事判決109年度建字第300號,1,0,0
臺灣臺北地方法院民事判決109年度建字第359號,0,0,
臺灣臺北地方法院民事判決109年度建字第361號,0,0,0
臺灣臺北地方法院民事判決109年度建字第381號,0,0,1
臺灣臺北地方法院民事判決110年度建字第10號,0,0,
臺灣臺北地方法院民事判決110年度建字第115號,1,0,0
臺灣臺北地方法院民事判決110年度建字第190號,0,1,0
臺灣臺北地方法院民事判決110年度建字第209號,0,0,0.751235924
臺灣臺北地方法院民事判決110年度建字第254號,1,0,0.873178333
臺灣臺北地方法院民事判決110年度建字第257號,0,0,
臺灣臺北地方法院民事判決110年度建字第273號,0,0,0
臺灣臺北地方法院民事判決110年度建字第313號,0,0,0.951450433
臺灣臺北地方法院民事判決110年度建字第38號,0,0,0.982614383
臺灣臺北地方法院民事判決110年度建字第51號,0,0,0.902465605
臺灣臺北地方法院民事判決110年度建字第96號,1,1,0.691666667
臺灣臺南地方法院民事判決109年度建字第52號,0,0,1
臺灣臺南地方法院民事判決110年度建字第14號,0,0,0.669264861
臺灣臺南地方法院民事判決110年度建字第32號,0,0,0.212536551
臺灣臺南地方法院民事判決110年度建字第58號,0,0,1
臺灣苗栗地方法院民事判決110年度建字第25號,0,0,1
臺灣雲林地方法院民事判決110年度建字第6號,0,0,
臺灣高雄地方法院民事判決109年度建字第77號,0,0,0
臺灣高雄地方法院民事判決110年度建字第22號,1,1,0.284276529
臺灣新北地方法院民事判決111年度建字第17號,0,1,
臺灣南投地方法院民事判決107年度建字第3號,0,0,0.928156084
臺灣嘉義地方法院民事判決105年度建字第34號,0,0,
臺灣嘉義地方法院民事判決110年度建字第31號,0,0,1
臺灣基隆地方法院民事判決110年度建字第8號,1,0,
臺灣士林地方法院民事判決109年度建字第51號,0,0,0.627937383
臺灣彰化地方法院民事判決105年度建字第32號,0,0,
臺灣彰化地方法院民事判決111年度建字第9號,0,0,1
臺灣新北地方法院民事判決106年度建字第149號,0,1,0.175580438
臺灣新北地方法院民事判決107年度建字第130號,1,1,0.45310566
臺灣新北地方法院民事判決109年度建字第93號,0,1,0.102174712
臺灣新北地方法院民事判決110年度建字第21號,0,1,0.31236244
臺灣新北地方法院民事判決110年度建字第30號,0,1,1
臺灣新北地方法院民事判決110年度建字第59號,0,1,
臺灣新竹地方法院民事判決108年度建字第36號,0,0,0.956070865
臺灣新竹地方法院民事判決108年度建字第56號,0,0,
臺灣新竹地方法院民事判決109年度建字第37號,0,0,0.065977164
臺灣新竹地方法院民事判決109年度建字第37號,0,0,0.065977164
臺灣新竹地方法院民事判決110年度建字第13號,0,0,1
臺灣桃園地方法院民事判決107年度建字第133號,0,0,0.204108562
臺灣桃園地方法院民事判決109年度建字第23號,0,0,0
臺灣桃園地方法院民事判決109年度建字第32號,0,0,0.021257962
臺灣桃園地方法院民事判決109年度建字第55號,0,0,0.137102195
臺灣桃園地方法院民事判決110年度建字第29號,1,0,1
臺灣桃園地方法院民事判決110年度建字第4號,0,0,0
臺灣桃園地方法院民事判決110年度建字第44號,0,0,0
臺灣桃園地方法院民事判決110年度建字第46號,0,0,0
臺灣橋頭地方法院民事判決109年度建字第3號,0,0,0.933569735
臺灣橋頭地方法院民事判決110年度建字第17號,0,0,1
臺灣橋頭地方法院民事判決110年度建字第29號,0,0,0
臺灣臺中地方法院民事判決107年度建字第26號,0,0,0
臺灣臺中地方法院民事判決107年度建字第35號,0,0,0
臺灣臺中地方法院民事判決108年度建字第75號,0,0,0.337857996
臺灣臺中地方法院民事判決109年度建字第113號,0,0,0.784294668
臺灣臺中地方法院民事判決109年度建字第114號,0,0,0.507710818
臺灣臺中地方法院民事判決109年度建字第142號,0,0,0.23364931
臺灣臺中地方法院民事判決109年度建字第2號,0,0,1
臺灣臺中地方法院民事判決109年度建字第27號,0,0,0
臺灣臺中地方法院民事判決110年度建字第4號,0,0,0.918835377
臺灣臺北地方法院民事判決107年度建字第424號,0,0,0
臺灣臺北地方法院民事判決109年度建字第232號,0,0,0
臺灣臺北地方法院民事判決109年度建字第291號,0,0,0.327633746
臺灣臺北地方法院民事判決109年度建字第324號,1,0,0.333333333
臺灣臺北地方法院民事判決110年度建字第130號,1,1,0.056993076
臺灣臺北地方法院民事判決110年度建字第148號,0,0,0.068505125
臺灣臺北地方法院民事判決110年度建字第154號,0,0,0.364104574
臺灣臺北地方法院民事判決110年度建字第177號,0,0,0
臺灣臺北地方法院民事判決110年度建字第20號,0,0,0.841634474
臺灣臺北地方法院民事判決110年度建字第295號,0,0,0.892979537
臺灣臺北地方法院民事判決110年度建字第306號,0,0,
臺灣臺北地方法院民事判決110年度建字第321號,0,0,1
臺灣臺北地方法院民事判決110年度建字第33號,0,0,0.283463591
臺灣臺北地方法院民事判決110年度建字第337號,0,0,1
臺灣臺北地方法院民事判決110年度建字第348號,0,1,0.861393351
臺灣臺北地方法院民事判決111年度建字第2號,1,0,0
臺灣臺北地方法院民事判決111年度建字第44號,0,0,1
臺灣臺南地方法院民事判決108年度建字第24號,0,0,0.77508229
臺灣臺南地方法院民事判決109年度建字第35號,0,0,
臺灣臺南地方法院民事判決110年度建字第73號,0,0,0.540796964
臺灣臺南地方法院民事判決111年度建字第2號,0,0,0
臺灣花蓮地方法院民事判決111年度建字第4號,0,0,0.795372624
臺灣苗栗地方法院民事判決110年度建字第22號,0,0,0
臺灣苗栗地方法院民事判決111年度建字第5號,0,0,
臺灣高雄地方法院民事判決109年度建字第17號,0,0,0
臺灣高雄地方法院民事判決109年度建字第56號,0,0,0.371926606
臺灣高雄地方法院民事判決111年度建字第12號,0,0,0
臺灣高雄地方法院民事判決111年度建字第7號,0,0,1
臺灣基隆地方法院民事判決109年度建字第23號,0,0,0
臺灣基隆地方法院民事判決111年度建字第1號,0,0,0
臺灣屏東地方法院民事判決108年度建字第10號,0,0,0.625033889
臺灣屏東地方法院民事判決108年度建字第30號,0,0,0.531185903
臺灣彰化地方法院民事判決108年度建字第26號,0,0,
臺灣彰化地方法院民事判決109年度建字第19號,0,0,1
臺灣新北地方法院民事判決108年度建字第128號,0,1,0
臺灣新北地方法院民事判決109年度建字第89號,0,1,0
臺灣新竹地方法院民事判決109年度建字第35號,0,0,0.71580581
臺灣新竹地方法院民事判決110年度建字第15號,0,0,0.301045296
臺灣新竹地方法院民事判決110年度建字第35號,1,0,0.01754386
臺灣桃園地方法院民事判決108年度建字第124號,0,0,0.609429384
臺灣桃園地方法院民事判決109年度建字第1號,0,0,0.230900667
臺灣桃園地方法院民事判決109年度建字第135號,1,0,0
臺灣桃園地方法院民事判決110年度建字第100號,0,0,0
臺灣桃園地方法院民事判決110年度建字第105號,0,0,0
臺灣桃園地方法院民事判決110年度建字第106號,0,0,0.107139364
臺灣桃園地方法院民事判決110年度建字第114號,1,0,0.9291172
臺灣桃園地方法院民事判決110年度建字第118號,0,0,0
臺灣桃園地方法院民事判決110年度建字第53號,0,0,0.028064337
臺灣桃園地方法院民事判決110年度建字第58號,0,0,0
臺灣橋頭地方法院民事判決110年度建字第28號,0,0,1
臺灣橋頭地方法院民事判決111年度建字第11號,0,0,0
臺灣臺中地方法院民事判決107年度建字第3號,0,0,1
臺灣臺中地方法院民事判決110年度建字第153號,0,0,0
臺灣臺中地方法院民事判決110年度建字第157號,0,0,0.200222222
臺灣臺中地方法院民事判決110年度建字第33號,0,0,
臺灣臺北地方法院民事判決103年度建字第430號,0,0,0.063053653
臺灣臺北地方法院民事判決107年度建字第98號,0,0,
臺灣臺北地方法院民事判決109年度建字第105號,0,0,0.492443702
臺灣臺北地方法院民事判決109年度建字第154號,1,1,0
臺灣臺北地方法院民事判決109年度建字第249號,0,0,0.099105635
臺灣臺北地方法院民事判決109年度建字第372號,0,0,0
臺灣臺北地方法院民事判決110年度建字第102號,0,0,0
臺灣臺北地方法院民事判決110年度建字第138號,0,0,0
臺灣臺北地方法院民事判決110年度建字第139號,0,0,
臺灣臺北地方法院民事判決110年度建字第166號,0,0,0.988888226
臺灣臺北地方法院民事判決110年度建字第220號,1,0,
臺灣臺北地方法院民事判決110年度建字第238號,1,1,1
臺灣臺北地方法院民事判決110年度建字第258號,0,0,0.309540906
臺灣臺北地方法院民事判決110年度建字第262號,1,0,0.062363716
臺灣臺北地方法院民事判決110年度建字第265號,0,0,0
臺灣臺北地方法院民事判決110年度建字第328號,0,0,0
臺灣臺北地方法院民事判決111年度建字第75號,0,0,0.999996325
臺灣臺南地方法院民事判決109年度建字第21號,0,0,0.919732364
臺灣臺南地方法院民事判決109年度建字第5號,0,0,
臺灣臺南地方法院民事判決109年度建字第54號,1,0,0
臺灣臺南地方法院民事判決109年度建字第82號,0,0,
臺灣苗栗地方法院民事判決109年度建字第17號,0,0,0.340465923
臺灣高雄地方法院民事判決106年度建字第117號,0,0,0.867565958
臺灣高雄地方法院民事判決108年度建字第37號,0,0,0.954897785
臺灣高雄地方法院民事判決108年度建字第83號,0,0,0
臺灣新北地方法院民事判決109年度建字第27號,0,1,0.356939623
臺灣南投地方法院民事判決110年度建字第12號,0,0,0.318724537
臺灣嘉義地方法院民事判決109年度建字第27號,0,0,0
臺灣嘉義地方法院民事判決110年度建字第16號,0,0,0
臺灣嘉義地方法院民事判決110年度建字第8號,0,0,1
臺灣士林地方法院民事判決108年度建字第1號,0,0,0
臺灣士林地方法院民事判決109年度建字第43號,0,0,0
臺灣士林地方法院民事判決110年度建字第27號,1,0,0.485074486
臺灣宜蘭地方法院民事判決110年度建字第9號,0,0,
臺灣屏東地方法院民事判決109年度建字第30號,0,0,
臺灣彰化地方法院民事判決107年度建字第30號,1,0,
臺灣彰化地方法院民事判決109年度建字第23號,0,0,0.992816348
臺灣新北地方法院民事判決109年度建字第66號,0,1,0.876720732
臺灣新北地方法院民事判決109年度建字第77號,0,1,
臺灣新北地方法院民事判決109年度建字第79號,0,1,0.217248936
臺灣新竹地方法院民事判決107年度建字第71號,0,0,0.126940849
臺灣新竹地方法院民事判決111年度建字第14號,0,0,0.073875
臺灣桃園地方法院民事判決109年度建字第132號,0,0,0.486348348
臺灣桃園地方法院民事判決109年度建字第74號,0,0,
臺灣桃園地方法院民事判決110年度建字第102號,0,0,0.888134546
臺灣桃園地方法院民事判決110年度建字第115號,0,0,0.738026316
臺灣桃園地方法院民事判決110年度建字第119號,0,0,0
臺灣桃園地方法院民事判決111年度建字第11號,0,0,0.844494
臺灣桃園地方法院民事判決111年度建字第28號,0,0,1
臺灣橋頭地方法院民事判決109年度建字第17號,0,0,0
臺灣橋頭地方法院民事判決110年度建字第13號,0,0,1
臺灣臺中地方法院民事判決108年度建字第152號,0,0,
臺灣臺中地方法院民事判決109年度建字第136號,0,0,0.588341628
臺灣臺中地方法院民事判決109年度建字第139號,0,0,0
臺灣臺中地方法院民事判決110年度建字第123號,1,0,
臺灣臺中地方法院民事判決110年度建字第25號,1,0,0.89047619
臺灣臺中地方法院民事判決110年度建字第36號,0,0,
臺灣臺中地方法院民事判決110年度建字第37號,0,0,0
臺灣臺中地方法院民事判決110年度建字第40號,0,0,
臺灣臺中地方法院民事判決110年度建字第56號,0,0,1
臺灣臺中地方法院民事判決111年度建字第19號,0,0,
臺灣臺北地方法院民事判決109年度建字第213號,0,0,1
臺灣臺北地方法院民事判決109年度建字第226號,0,0,0.207984302
臺灣臺北地方法院民事判決109年度建字第239號,0,0,0.535227033
臺灣臺北地方法院民事判決109年度建字第250號,0,0,0
臺灣臺北地方法院民事判決109年度建字第3號,0,0,
臺灣臺北地方法院民事判決110年度建字第179號,0,0,0.644444444
臺灣臺北地方法院民事判決110年度建字第200號,0,0,0
臺灣臺北地方法院民事判決110年度建字第201號,0,0,0
臺灣臺北地方法院民事判決110年度建字第203號,0,0,0
臺灣臺北地方法院民事判決110年度建字第226號,1,0,1
臺灣臺北地方法院民事判決110年度建字第232號,0,0,0.39
臺灣臺北地方法院民事判決110年度建字第286號,1,0,1
臺灣臺北地方法院民事判決110年度建字第320號,0,0,
臺灣臺北地方法院民事判決110年度建字第343號,0,0,0.262225822
臺灣臺北地方法院民事判決110年度建字第50號,1,0,0
臺灣臺北地方法院民事判決110年度建字第71號,1,0,
臺灣臺北地方法院民事判決110年度建字第88號,0,0,0
臺灣臺北地方法院民事判決111年度建字第126號,0,0,1
臺灣臺北地方法院民事判決111年度建字第131號,0,0,
臺灣臺北地方法院民事判決111年度建字第145號,0,0,1
