,,判賠比率,判決案由
386,臺灣臺中地方法院民事判決109年度建字第15號,,追減工程款
387,臺灣臺中地方法院民事判決109年度建字第3號,0,給付工程款
388,臺灣臺中地方法院民事判決109年度建字第58號,,給付工程款
389,臺灣臺中地方法院民事判決110年度建字第19號,,確認工程款債權存在
390,臺灣臺中地方法院民事判決110年度建字第27號,0,給付工程款等
391,臺灣臺北地方法院民事判決106年度建字第362號,0.451827905,給付工程款
392,臺灣臺北地方法院民事判決108年度建字第262號,0,給付工程款
393,臺灣臺北地方法院民事判決109年度建字第158號,0.069564664,給付工程款
394,臺灣臺北地方法院民事判決109年度建字第180號,,返還工程款等
395,臺灣臺北地方法院民事判決110年度建字第117號,1,給付工程保留款
396,臺灣臺北地方法院民事判決110年度建字第40號,1,給付工程款等
397,臺灣臺北地方法院民事判決110年度建字第55號,0,給付承攬報酬
398,臺灣臺北地方法院民事判決110年度建字第92號,0.98531964,損害賠償等
399,臺灣臺南地方法院民事判決109年度建字第38號,0.485757164,給付工程款
400,臺灣臺南地方法院民事判決109年度建字第83號,0.377883727,給付工程違約金等
401,臺灣臺南地方法院民事判決110年度建字第20號,0.879547675,給付溢付工程款等
402,臺灣臺南地方法院民事判決110年度建字第43號,1,給付工程款
403,臺灣苗栗地方法院民事判決110年度建字第15號,,損害賠償等
404,臺灣苗栗地方法院民事判決110年度建字第16號,0,給付工程款
405,臺灣雲林地方法院民事判決109年度建字第8號,0,返還履約保證金等
406,臺灣雲林地方法院民事判決110年度建字第10號,,返還工程款
407,臺灣高雄地方法院民事判決109年度建字第10號,0,給付違約金
408,臺灣高雄地方法院民事判決109年度建字第62號,0,給付工程款
409,臺灣高雄地方法院民事判決110年度建字第15號,0,給付工程款
410,福建金門地方法院民事判決110年度建字第1號,,給付工程款
411,臺灣嘉義地方法院民事判決109年度建字第11號,0,確認承攬契約不存在等
412,臺灣嘉義地方法院民事判決110年度建字第13號,0.062324768,給付工程款
413,臺灣嘉義地方法院民事判決110年度建字第19號,,返還價金等
414,臺灣嘉義地方法院民事判決110年度建字第32號,,給付工程款
415,臺灣士林地方法院民事判決110年度建字第31號,0,給付工程款
416,臺灣屏東地方法院民事判決107年度建字第16號,0,給付工程款
417,臺灣屏東地方法院民事判決109年度建字第20號,0.919813968,給付工程款
418,臺灣彰化地方法院民事判決107年度建字第11號,0.639764849,返還履約保證金等
419,臺灣新北地方法院民事判決106年度建字第143號,0,損害賠償等
420,臺灣新北地方法院民事判決109年度建字第36號,0.563043719,給付工程款等
421,臺灣新竹地方法院民事判決107年度建字第19號,0,給付工程款
422,臺灣新竹地方法院民事判決110年度建字第16號,1,給付工程款
423,臺灣桃園地方法院民事判決107年度建字第70號,0.193323547,給付承攬報酬等
424,臺灣桃園地方法院民事判決109年度建字第43號,0,給付工程款
425,臺灣桃園地方法院民事判決109年度建字第47號,0,給付工程款等
426,臺灣桃園地方法院民事判決109年度建字第67號,0.113656244,返還履約保證金
427,臺灣桃園地方法院民事判決109年度建字第69號,,給付工程款
428,臺灣桃園地方法院民事判決110年度建字第63號,0.213117082,給付承攬報酬
429,臺灣桃園地方法院民事判決110年度建字第65號,,返還工程款等
430,臺灣桃園地方法院民事判決110年度建字第67號,0,返還不當得利
431,臺灣桃園地方法院民事判決110年度建字第80號,0.981963928,返還工程款
432,臺灣橋頭地方法院民事判決109年度建字第30號,0.648278486,給付工程款等
433,臺灣橋頭地方法院民事判決110年度建字第23號,,給付工程款
434,臺灣臺中地方法院民事判決107年度建字第72號,0.010865805,返還承攬報酬
435,臺灣臺中地方法院民事判決108年度建字第112號,0.40843238,所有物返還
436,臺灣臺中地方法院民事判決109年度建字第161號,0,給付工程保險費
437,臺灣臺中地方法院民事判決110年度建字第18號,0.996084363,給付工程款
438,臺灣臺北地方法院民事判決106年度建字第233號,0.047099243,給付工程款等
439,臺灣臺北地方法院民事判決107年度建字第379號,0.429743465,給付工程款
440,臺灣臺北地方法院民事判決107年度建字第52號,,給付工程款
441,臺灣臺北地方法院民事判決108年度建字第367號,0.706289988,返還工程保留款
442,臺灣臺北地方法院民事判決108年度建字第72號,0.515979781,給付工程款
443,臺灣臺北地方法院民事判決109年度建字第146號,0,損害賠償
444,臺灣臺北地方法院民事判決109年度建字第152號,,給付工程款
445,臺灣臺北地方法院民事判決109年度建字第288號,1,給付工程款
446,臺灣臺北地方法院民事判決109年度建字第38號,,確認債權存在等
447,臺灣臺北地方法院民事判決109年度建字第91號,,確認工程款債權存在
448,臺灣臺北地方法院民事判決110年度建字第116號,0,給付工程款等
449,臺灣臺北地方法院民事判決110年度建字第137號,0,給付工程款
450,臺灣臺北地方法院民事判決110年度建字第164號,0,給付工程款
451,臺灣臺北地方法院民事判決110年度建字第202號,1,給付工程款
452,臺灣臺北地方法院民事判決110年度建字第204號,0.000548387,給付工程款
453,臺灣臺北地方法院民事判決110年度建字第210號,1,給付承攬報酬
454,臺灣臺北地方法院民事判決110年度建字第222號,,給付工程款
455,臺灣臺北地方法院民事判決110年度建字第54號,0.472283199,返還工程代墊款
456,臺灣臺北地方法院民事判決110年度建字第76號,,損害賠償
457,臺灣臺北地方法院民事判決110年度建字第78號,1,給付遲延利息
458,臺灣臺南地方法院民事判決109年度建字第70號,0,給付工程款
459,臺灣臺南地方法院民事判決110年度建字第29號,0.307255977,債務不履行損害賠償
460,臺灣臺南地方法院民事判決110年度建字第33號,,給付承攬報酬等
461,臺灣臺東地方法院民事判決107年度建字第16號,0.028892432,不當得利事件
462,臺灣苗栗地方法院民事判決110年度建字第8號,,給付承攬報酬
463,臺灣雲林地方法院民事判決109年度建字第6號,0,返還工程款
464,臺灣高雄地方法院民事判決108年度建字第87號,0.704514364,返還工程款等
465,臺灣高雄地方法院民事判決110年度建字第25號,0.468050468,返還訂金等
466,臺灣新北地方法院板橋簡易庭民事判決110年度建字第4號,0,修復漏水等
467,福建金門地方法院民事判決108年度建字第6號,0.10570437,給付工程款
468,臺灣嘉義地方法院民事判決108年度建字第23號,,清償借款等
469,臺灣嘉義地方法院民事判決108年度建字第26號,,給付工程款
470,臺灣嘉義地方法院民事判決110年度建字第18號,0,給付工程款
471,臺灣基隆地方法院民事判決106年度建字第21號,0.812420522,給付工程款
472,臺灣基隆地方法院民事判決108年度建字第13號,,給付工程款
473,臺灣基隆地方法院民事判決110年度建字第5號,0.330419023,給付工程款
474,臺灣士林地方法院民事判決107年度建字第30號,0.015871412,損害賠償
475,臺灣士林地方法院民事判決108年度建字第45號,0.986445876,給付工程款
476,臺灣士林地方法院民事判決109年度建字第5號,1,給付工程款
477,臺灣士林地方法院民事判決110年度建字第14號,,給付工程款
478,臺灣士林地方法院民事判決110年度建字第2號,0,損害賠償
479,臺灣彰化地方法院民事判決107年度建字第24號,0.106749705,給付展延工期管理費等
480,臺灣彰化地方法院民事判決107年度建字第30號,,給付工程款
481,臺灣彰化地方法院民事判決110年度建字第23號,,返還承攬報酬等
482,臺灣新北地方法院民事判決107年度建字第2號,1,給付工程款等
483,臺灣新北地方法院民事判決109年度建字第15號,0,給付工程款
484,臺灣新北地方法院民事判決109年度建字第82號,0.150731836,給付工程款
485,臺灣新北地方法院民事判決109年度建字第95號,0.75,給付工程款
486,臺灣新北地方法院民事判決110年度建字第24號,0,給付工程款
487,臺灣新竹地方法院民事判決108年度建字第23號,0,給付違約金等
488,臺灣新竹地方法院民事判決109年度建字第21號,0,給付工程款等
489,臺灣新竹地方法院民事判決109年度建字第22號,0,損害賠償
490,臺灣新竹地方法院民事判決109年度建字第45號,0,給付工程款
491,臺灣桃園地方法院民事判決109年度建字第113號,1,給付工程款
492,臺灣桃園地方法院民事判決109年度建字第128號,1,給付工程款
493,臺灣桃園地方法院民事判決109年度建字第138號,0.363636364,損害賠償
494,臺灣桃園地方法院民事判決109年度建字第6號,0,給付工程保留款
495,臺灣桃園地方法院民事判決109年度建字第70號,0,給付工程款
496,臺灣桃園地方法院民事判決110年度建字第74號,0,返還履約保證金
497,臺灣桃園地方法院民事判決110年度建字第78號,1,返還溢領工程款等
498,臺灣桃園地方法院民事判決110年度建字第85號,,辦理抵押權設定登記
499,臺灣橋頭地方法院民事判決109年度建字第40號,1,給付工程款等
500,臺灣橋頭地方法院民事判決110年度建字第12號,0,給付工程款
501,臺灣橋頭地方法院民事判決110年度建字第19號,,給付工程款
502,臺灣臺中地方法院民事判決109年度建字第141號,0.942304703,給付工程款
503,臺灣臺中地方法院民事判決109年度建字第163號,0,給付工程款
504,臺灣臺中地方法院民事判決109年度建字第70號,0.595802804,給付工程款
505,臺灣臺中地方法院民事判決109年度建字第90號,0.851086,給付工程款
506,臺灣臺中地方法院民事判決110年度建字第67號,,給付工程款
507,臺灣臺中地方法院民事判決110年度建字第80號,0,給付工程款
508,臺灣臺北地方法院民事判決105年度建字第400號,0.222552367,給付工程款等
509,臺灣臺北地方法院民事判決105年度建字第414號,0.730709768,給付工程款
510,臺灣臺北地方法院民事判決107年度建字第264號,0.144580819,給付工程款
511,臺灣臺北地方法院民事判決107年度建字第335號,0,給付工程款
512,臺灣臺北地方法院民事判決108年度建字第135號,0.999949475,給付工程款
513,臺灣臺北地方法院民事判決108年度建字第184號,0,給付工程款
514,臺灣臺北地方法院民事判決108年度建字第210號,0.810758422,給付工程款
515,臺灣臺北地方法院民事判決108年度建字第222號,0.109746971,給付承攬報酬
516,臺灣臺北地方法院民事判決108年度建字第273號,0.856967339,給付工程款
517,臺灣臺北地方法院民事判決108年度建字第327號,0.323824944,給付承攬報酬
518,臺灣臺北地方法院民事判決109年度建字第14號,0.888432234,給付工程款
519,臺灣臺北地方法院民事判決109年度建字第153號,0.884026612,給付追加工程款
520,臺灣臺北地方法院民事判決109年度建字第167號,1,返還代墊工程款
521,臺灣臺北地方法院民事判決109年度建字第306號,0.93595841,給付工程款等
522,臺灣臺北地方法院民事判決109年度建字第358號,0,給付工程款
523,臺灣臺北地方法院民事判決109年度建字第369號,0,給付工程款
524,臺灣臺北地方法院民事判決110年度建字第107號,0.783762858,給付工程款等
525,臺灣臺北地方法院民事判決110年度建字第160號,1,給付工程款
526,臺灣臺北地方法院民事判決110年度建字第272號,1,給付工程款
527,臺灣臺北地方法院民事判決110年度建字第82號,,給付工程款
528,臺灣臺北地方法院民事判決110年度建字第93號,0,給付工程款
529,臺灣臺南地方法院民事判決106年度建字第15號,,給付工程款
530,臺灣臺南地方法院民事判決106年度建字第6號,0.821376992,給付工程款
531,臺灣臺南地方法院民事判決110年度建字第36號,1,給付工程款
532,臺灣臺南地方法院民事判決110年度建字第47號,0,請求損害賠償
533,臺灣臺南地方法院民事判決110年度建字第6號,,給付工程款
534,臺灣臺南地方法院民事判決110年度建字第62號,1,給付工程款
535,臺灣花蓮地方法院民事判決109年度建字第5號,0,給付承攬報酬
536,臺灣花蓮地方法院民事判決109年度建字第6號,0.117516653,給付承攬報酬等
537,臺灣花蓮地方法院民事判決110年度建字第5號,0,返還工程款等
538,臺灣高雄地方法院民事判決109年度建字第29號,0,給付工程款
539,臺灣高雄地方法院民事判決109年度建字第57號,0.232228924,給付工程款
540,臺灣高雄地方法院民事判決110年度建字第4號,0.985528506,給付工程款
541,臺灣南投地方法院民事判決107年度建字第7號,0.206417592,給付工程款
542,臺灣士林地方法院民事判決109年度建字第59號,0,給付工程款
543,臺灣士林地方法院民事判決110年度建字第36號,0,給付契約價金
544,臺灣宜蘭地方法院民事判決110年度建字第3號,0.756769036,給付工程款
545,臺灣宜蘭地方法院民事判決110年度建字第4號,0,給付工程款
546,臺灣屏東地方法院民事判決109年度建字第18號,0.673119552,給付工程款
547,臺灣屏東地方法院民事判決110年度建字第11號,0.999990232,給付承攬報酬等
548,臺灣彰化地方法院民事判決109年度建字第10號,0.600983018,給付工程款等
549,臺灣新竹地方法院民事判決107年度建字第21號,0.175095311,給付承攬報酬等
550,臺灣新竹地方法院民事判決107年度建字第53號,,給付工程款
551,臺灣新竹地方法院民事判決109年度建字第11號,,履行契約等
552,臺灣新竹地方法院民事判決110年度建字第29號,0,給付工程款等
553,臺灣桃園地方法院民事判決107年度建字第35號,0,給付工程款
554,臺灣桃園地方法院民事判決108年度建字第100號,0.96781166,給付工程款
555,臺灣桃園地方法院民事判決109年度建字第17號,1,解除契約
556,臺灣桃園地方法院民事判決109年度建字第61號,0,給付承攬報酬
557,臺灣桃園地方法院民事判決110年度建字第13號,0.980937644,損害賠償
558,臺灣桃園地方法院民事判決110年度建字第69號,1,給付金錢
559,臺灣桃園地方法院民事判決110年度建字第73號,1,返還不當得利
560,臺灣橋頭地方法院民事判決110年度建字第18號,0,給付工程款
561,臺灣臺中地方法院民事判決106年度建字第62號,0.999790053,給付工程款
562,臺灣臺中地方法院民事判決108年度建字第145號,0,給付工程款等
563,臺灣臺中地方法院民事判決109年度建字第148號,0.973337282,返還不當得利
564,臺灣臺中地方法院民事判決109年度建字第153號,0.943281053,給付工程款等
565,臺灣臺中地方法院民事判決109年度建字第22號,0.317969517,給付工程款
566,臺灣臺中地方法院民事判決109年度建字第28號,0.953185025,給付工程款
567,臺灣臺中地方法院民事判決110年度建字第11號,,給付工程款等
568,臺灣臺中地方法院民事判決110年度建字第30號,,給付工程款
569,臺灣臺中地方法院民事判決110年度建字第34號,0,清償工程款
570,臺灣臺中地方法院民事判決110年度建字第47號,0,返還履約保證金等
571,臺灣臺中地方法院民事判決110年度建字第8號,0.319538271,返還簽約金
572,臺灣臺北地方法院民事判決108年度建字第237號,0.955116828,損害賠償等
573,臺灣臺北地方法院民事判決108年度建字第352號,,損害賠償
574,臺灣臺北地方法院民事判決109年度建字第160號,0.147443541,給付工程尾款
575,臺灣臺北地方法院民事判決109年度建字第309號,,返還工程款
576,臺灣臺北地方法院民事判決109年度建字第317號,0,債務不履行損害賠償
577,臺灣臺北地方法院民事判決109年度建字第59號,,給付承攬報酬
578,臺灣臺北地方法院民事判決109年度建字第89號,0,給付工程款
579,臺灣臺北地方法院民事判決110年度建字第118號,1,給付工程款等
580,臺灣臺北地方法院民事判決110年度建字第23號,,給付工程款
581,臺灣臺北地方法院民事判決110年度建字第244號,1,履行契約
582,臺灣臺北地方法院民事判決110年度建字第75號,0,給付工程款
583,臺灣臺南地方法院民事判決110年度建字第11號,,給付工程款
584,臺灣苗栗地方法院民事判決110年度建字第21號,0,給付服務費用等
585,臺灣雲林地方法院民事判決110年度建字第8號,0,給付承纜報酬
586,臺灣高雄地方法院民事判決108年度建字第44號,0.14940495,損害賠償
587,臺灣高雄地方法院民事判決109年度建字第48號,0.519964059,給付工程款
588,臺灣高雄地方法院民事判決109年度建字第65號,0,給付工程款
589,臺灣高雄地方法院民事判決109年度建字第82號,0.978361308,給付工程款
590,臺灣高雄地方法院民事判決110年度建字第13號,,解除契約等
591,臺灣高雄地方法院民事判決110年度建字第14號,0,給付展延工期費用等
592,臺灣南投地方法院民事判決107年度建字第2號,0,損害賠償
593,臺灣士林地方法院民事判決109年度建字第24號,0.908012249,給付承攬報酬
594,臺灣彰化地方法院民事判決107年度建字第19號,0.701669852,給付工程款
595,臺灣新北地方法院民事判決104年度建字第170號,0,損害賠償
596,臺灣新北地方法院民事判決105年度建字第88號,,給付工程款
597,臺灣新北地方法院民事判決106年度建字第69號,0.270406436,給付工程款
598,臺灣新北地方法院民事判決109年度建字第1號,0.570260749,給付工程款
599,臺灣新北地方法院民事判決109年度建字第96號,1,給付工程款
600,臺灣桃園地方法院民事判決108年度建字第126號,0,給付承攬報酬
601,臺灣桃園地方法院民事判決110年度建字第20號,1,給付工程款
602,臺灣桃園地方法院民事判決110年度建字第5號,0,給付工程款
603,臺灣桃園地方法院民事判決110年度建字第90號,0,返還工程款
604,臺灣桃園地方法院民事判決110年度建字第99號,1,給付工程款
605,臺灣橋頭地方法院民事判決110年度建字第24號,0,損害賠償
606,臺灣臺中地方法院民事判決109年度建字第112號,0,給付工程款
607,臺灣臺中地方法院民事判決109年度建字第127號,0,給付工程款
608,臺灣臺中地方法院民事判決109年度建字第144號,0.90014489,損害賠償
609,臺灣臺中地方法院民事判決109年度建字第7號,0.302759036,給付工程款
610,臺灣臺中地方法院民事判決110年度建字第6號,0,給付工程保留款
611,臺灣臺中地方法院民事判決110年度建字第76號,0,損害賠償
612,臺灣臺中地方法院民事判決110年度建字第94號,,給付工程款
613,臺灣臺北地方法院民事判決106年度建字第3號,0,返還工程保留款等
614,臺灣臺北地方法院民事判決106年度建字第321號,0.167679282,給付工程款等
615,臺灣臺北地方法院民事判決107年度建字第132號,0.738750586,給付承攬報酬
616,臺灣臺北地方法院民事判決107年度建字第83號,0,給付工程款
617,臺灣臺北地方法院民事判決109年度建字第193號,0.540732675,給付工程款
618,臺灣臺北地方法院民事判決109年度建字第308號,0.039122331,給付工程款等
619,臺灣臺北地方法院民事判決109年度建字第352號,,給付承攬報酬
620,臺灣臺北地方法院民事判決109年度建字第79號,,給付工程款
621,臺灣臺北地方法院民事判決110年度建字第18號,1,給付工程款
622,臺灣臺北地方法院民事判決110年度建字第225號,0,給付工程款
623,臺灣臺北地方法院民事判決110年度建字第60號,0.939126013,給付工程保留款
624,臺灣臺北地方法院民事判決110年度建字第64號,,給付工程款等
625,臺灣臺北地方法院民事判決110年度建字第66號,0,給付工程款
626,臺灣臺南地方法院民事判決109年度建字第42號,,給付工程款
627,臺灣臺南地方法院民事判決109年度建字第79號,1,給付工程款
628,臺灣臺南地方法院民事判決110年度建字第65號,1,返還工程款
629,臺灣臺南地方法院民事判決110年度建字第7號,,返還履約保證金等
630,臺灣臺東地方法院民事判決109年度建字第4號,0,損害賠償
631,臺灣花蓮地方法院民事判決110年度建字第7號,0,給付承攬報酬
632,臺灣苗栗地方法院民事判決109年度建字第10號,,給付承攬報酬
633,臺灣苗栗地方法院民事判決110年度建字第13號,0,給付工程款等
634,臺灣苗栗地方法院民事判決110年度建字第6號,,給付遲延利息等
635,臺灣高雄地方法院民事判決106年度建字第24號,0.126943634,損害賠償等
636,臺灣高雄地方法院民事判決109年度建字第47號,0.401390312,給付工程款
637,臺灣高雄地方法院民事判決109年度建字第73號,1,損害賠償
638,臺灣新北地方法院民事判決110年度建字第62號,,給付契約代墊款
639,臺灣南投地方法院民事判決108年度建字第19號,0.975962304,給付工程款
640,臺灣南投地方法院民事判決109年度建字第11號,0,損害賠償
641,臺灣南投地方法院民事判決110年度建字第7號,0.033292642,給付工程款
642,臺灣嘉義地方法院民事判決110年度建字第24號,,給付工程款
643,臺灣嘉義地方法院民事判決110年度建字第6號,,給付工程款
644,臺灣基隆地方法院民事判決108年度建字第16號,1,給付工程款
645,臺灣基隆地方法院民事判決110年度建字第6號,1,給付履約保證金等
646,臺灣宜蘭地方法院民事判決109年度建字第7號,0.098183459,給付工程款
647,臺灣屏東地方法院民事判決108年度建字第37號,0.43360927,給付工程款等
648,臺灣屏東地方法院民事判決109年度建字第11號,0.851375209,給付承攬報酬
649,臺灣屏東地方法院民事判決110年度建字第29號,,返還工程款等
650,臺灣彰化地方法院民事判決110年度建字第34號,,給付承攬報酬
651,臺灣新北地方法院民事判決108年度建字第108號,,給付工程款
652,臺灣新北地方法院民事判決108年度建字第98號,0.300877277,給付承攬報酬
653,臺灣新北地方法院民事判決110年度建字第37號,0.467126344,給付工程款
654,臺灣新竹地方法院民事判決110年度建字第17號,,損害賠償
655,臺灣新竹地方法院民事判決110年度建字第18號,0,給付工程款
656,臺灣新竹地方法院民事判決110年度建字第40號,0.955283562,給付工程款
657,臺灣桃園地方法院民事判決107年度建字第136號,0.1568038,給付承攬報酬
658,臺灣桃園地方法院民事判決109年度建字第146號,0.737708399,給付工程款
659,臺灣桃園地方法院民事判決109年度建字第50號,0.574505419,給付工程款
660,臺灣桃園地方法院民事判決109年度建字第72號,0.164,給付違約金
661,臺灣桃園地方法院民事判決109年度建字第98號,,給付報酬
662,臺灣桃園地方法院民事判決110年度建字第110號,0,給付工程款
663,臺灣桃園地方法院民事判決110年度建字第16號,0.863248597,返還工程款
664,臺灣桃園地方法院民事判決110年度建字第51號,,給付工程款
665,臺灣桃園地方法院民事判決110年度建字第68號,1,給付承攬報酬
666,臺灣桃園地方法院民事判決110年度建字第87號,1,損害賠償
667,臺灣橋頭地方法院民事判決109年度建字第38號,1,給付工程款
668,臺灣橋頭地方法院民事判決109年度建字第44號,0,損害賠償
669,臺灣橋頭地方法院民事判決109年度建字第46號,0.637333847,給付工程款
670,臺灣臺中地方法院民事判決107年度建字第70號,0,給付工程款
671,臺灣臺中地方法院民事判決109年度建字第75號,0,給付工程款
672,臺灣臺中地方法院民事判決109年度建字第93號,0.049702551,給付工程款等
673,臺灣臺中地方法院民事判決110年度建字第39號,0.809200556,給付工程款
674,臺灣臺中地方法院民事判決110年度建字第41號,,給付工程款
675,臺灣臺北地方法院民事判決105年度建字第401號,0.206035922,給付工程款等
676,臺灣臺北地方法院民事判決106年度建字第59號,0.680292995,給付工程款
677,臺灣臺北地方法院民事判決108年度建字第224號,0.239721215,損害賠償
678,臺灣臺北地方法院民事判決108年度建字第323號,0.000778868,給付工程款
679,臺灣臺北地方法院民事判決108年度建字第325號,0.24342868,給付工程款
680,臺灣臺北地方法院民事判決108年度建字第408號,0,給付承攬報酬
681,臺灣臺北地方法院民事判決108年度建字第427號,0,給付工程款
682,臺灣臺北地方法院民事判決109年度建字第10號,0.893174006,返還溢領工程款
683,臺灣臺北地方法院民事判決109年度建字第131號,0,返還工程款等
684,臺灣臺北地方法院民事判決109年度建字第300號,0,給付工程保固保證金
685,臺灣臺北地方法院民事判決109年度建字第359號,,返還承攬報酬等
686,臺灣臺北地方法院民事判決109年度建字第361號,0,返還工程履約保證金等
687,臺灣臺北地方法院民事判決109年度建字第381號,1,給付工程款等
688,臺灣臺北地方法院民事判決110年度建字第10號,,給付工程款等
689,臺灣臺北地方法院民事判決110年度建字第115號,0,給付工程款
690,臺灣臺北地方法院民事判決110年度建字第190號,0,返還工程款等
691,臺灣臺北地方法院民事判決110年度建字第209號,0.751235924,返還不當得利
692,臺灣臺北地方法院民事判決110年度建字第254號,0.873178333,給付工程款
693,臺灣臺北地方法院民事判決110年度建字第257號,,給付工程款
694,臺灣臺北地方法院民事判決110年度建字第273號,0,給付工程款等
695,臺灣臺北地方法院民事判決110年度建字第313號,0.951450433,給付工程款
696,臺灣臺北地方法院民事判決110年度建字第38號,0.982614383,給付工程款
697,臺灣臺北地方法院民事判決110年度建字第51號,0.902465605,返還工程保證金等
698,臺灣臺北地方法院民事判決110年度建字第96號,0.691666667,給付工程款
699,臺灣臺南地方法院民事判決109年度建字第52號,1,損害賠償
700,臺灣臺南地方法院民事判決110年度建字第14號,0.669264861,給付工程款
701,臺灣臺南地方法院民事判決110年度建字第32號,0.212536551,請求損害賠償
702,臺灣臺南地方法院民事判決110年度建字第58號,1,給付工程款
703,臺灣苗栗地方法院民事判決110年度建字第25號,1,給付工程款
704,臺灣雲林地方法院民事判決110年度建字第6號,,損害賠償等
705,臺灣高雄地方法院民事判決109年度建字第77號,0,損害賠償
706,臺灣高雄地方法院民事判決110年度建字第22號,0.284276529,給付工程款
707,臺灣新北地方法院民事判決111年度建字第17號,,修復漏水
708,臺灣南投地方法院民事判決107年度建字第3號,0.928156084,給付工程款
709,臺灣嘉義地方法院民事判決105年度建字第34號,,給付承攬報酬
710,臺灣嘉義地方法院民事判決110年度建字第31號,1,返還工程款
711,臺灣基隆地方法院民事判決110年度建字第8號,,確認債權不存在
712,臺灣士林地方法院民事判決109年度建字第51號,0.627937383,給付工程款
713,臺灣彰化地方法院民事判決105年度建字第32號,,給付工程款
714,臺灣彰化地方法院民事判決111年度建字第9號,1,給付工程款
715,臺灣新北地方法院民事判決106年度建字第149號,0.175580438,給付工程款
716,臺灣新北地方法院民事判決107年度建字第130號,0.45310566,給付工程款
717,臺灣新北地方法院民事判決109年度建字第93號,0.102174712,給付工程款
718,臺灣新北地方法院民事判決110年度建字第21號,0.31236244,給付工程款
719,臺灣新北地方法院民事判決110年度建字第30號,1,給付承攬報酬
720,臺灣新北地方法院民事判決110年度建字第59號,,給付承攬報酬
721,臺灣新竹地方法院民事判決108年度建字第36號,0.956070865,給付工程款
722,臺灣新竹地方法院民事判決108年度建字第56號,,給付工程款等
723,臺灣新竹地方法院民事判決109年度建字第37號,0.065977164,返還工程款等
724,臺灣新竹地方法院民事判決109年度建字第37號,0.065977164,給付工程款等
725,臺灣新竹地方法院民事判決110年度建字第13號,1,給付工程款
726,臺灣桃園地方法院民事判決107年度建字第133號,0.204108562,給付承攬報酬
727,臺灣桃園地方法院民事判決109年度建字第23號,0,給付工程款
728,臺灣桃園地方法院民事判決109年度建字第32號,0.021257962,給付工程款
729,臺灣桃園地方法院民事判決109年度建字第55號,0.137102195,給付工程款
730,臺灣桃園地方法院民事判決110年度建字第29號,1,返還不當得利
731,臺灣桃園地方法院民事判決110年度建字第4號,0,給付工程款等
732,臺灣桃園地方法院民事判決110年度建字第44號,0,返還所有物等
733,臺灣桃園地方法院民事判決110年度建字第46號,0,給付工程款
734,臺灣橋頭地方法院民事判決109年度建字第3號,0.933569735,給付工程款等
735,臺灣橋頭地方法院民事判決110年度建字第17號,1,給付工程款
736,臺灣橋頭地方法院民事判決110年度建字第29號,0,解除契約等
737,臺灣臺中地方法院民事判決107年度建字第26號,0,給付工程款
738,臺灣臺中地方法院民事判決107年度建字第35號,0,損害賠償
739,臺灣臺中地方法院民事判決108年度建字第75號,0.337857996,給付工程款
740,臺灣臺中地方法院民事判決109年度建字第113號,0.784294668,給付工程款
741,臺灣臺中地方法院民事判決109年度建字第114號,0.507710818,返還不當得利等
742,臺灣臺中地方法院民事判決109年度建字第142號,0.23364931,給付工程款
743,臺灣臺中地方法院民事判決109年度建字第2號,1,給付工程款
744,臺灣臺中地方法院民事判決109年度建字第27號,0,給付工程款
745,臺灣臺中地方法院民事判決110年度建字第4號,0.918835377,給付工程款差額
746,臺灣臺北地方法院民事判決107年度建字第424號,0,給付工程款
747,臺灣臺北地方法院民事判決109年度建字第232號,0,給付工程款
748,臺灣臺北地方法院民事判決109年度建字第291號,0.327633746,返還工程保固金
749,臺灣臺北地方法院民事判決109年度建字第324號,0.333333333,損害賠償等
750,臺灣臺北地方法院民事判決110年度建字第130號,0.056993076,給付工程款
751,臺灣臺北地方法院民事判決110年度建字第148號,0.068505125,給付報酬等
752,臺灣臺北地方法院民事判決110年度建字第154號,0.364104574,給付承攬報酬等
753,臺灣臺北地方法院民事判決110年度建字第177號,0,給付逾期違約金
754,臺灣臺北地方法院民事判決110年度建字第20號,0.841634474,給付工程款等
755,臺灣臺北地方法院民事判決110年度建字第295號,0.892979537,給付工程款等
756,臺灣臺北地方法院民事判決110年度建字第306號,,給付工程款
757,臺灣臺北地方法院民事判決110年度建字第321號,1,給付工程款
758,臺灣臺北地方法院民事判決110年度建字第33號,0.283463591,給付工程款
759,臺灣臺北地方法院民事判決110年度建字第337號,1,損害賠償等
760,臺灣臺北地方法院民事判決110年度建字第348號,0.861393351,給付工程款
761,臺灣臺北地方法院民事判決111年度建字第2號,0,給付工程款等
762,臺灣臺北地方法院民事判決111年度建字第44號,1,給付承攬報酬
763,臺灣臺南地方法院民事判決108年度建字第24號,0.77508229,給付工程款
764,臺灣臺南地方法院民事判決109年度建字第35號,,給付工程款
765,臺灣臺南地方法院民事判決110年度建字第73號,0.540796964,返還工程款
766,臺灣臺南地方法院民事判決111年度建字第2號,0,給付工程款
767,臺灣花蓮地方法院民事判決111年度建字第4號,0.795372624,損害賠償等
768,臺灣苗栗地方法院民事判決110年度建字第22號,0,給付工程款
769,臺灣苗栗地方法院民事判決111年度建字第5號,,損害賠償
770,臺灣高雄地方法院民事判決109年度建字第17號,0,損害賠償
771,臺灣高雄地方法院民事判決109年度建字第56號,0.371926606,給付工程款
